BEGIN
LASTNAME "Phinnis"
EMAIL "cphinnisf@domainmarket.com"
POINTS 88
END

BEGIN
BARECODE 17
FIRSTNAME "Marga"
LASTNAME "Ochterlony"
EMAIL "mochterlonyg@nhs.uk"
POINTS 35
END

BEGIN
BARECODE 18
FIRSTNAME "Delcina"
LASTNAME "Dorton"
EMAIL "ddortonh@hhs.gov"
POINTS 22
END

BEGIN
BARECODE 19
FIRSTNAME "Wilie"
LASTNAME "Cheverell"
EMAIL "wcheverelli@paginegialle.it"
POINTS 72
END

BEGIN
BARECODE 20
FIRSTNAME "Adolphe"
LASTNAME "Duckit"
EMAIL "aduckitj@google.com"
POINTS 53
END

BEGIN
BARECODE 21
FIRSTNAME "Thadeus"
LASTNAME "Seabright"
EMAIL "tseabrightk@gizmodo.com"
POINTS 36
END

BEGIN
BARECODE 22
FIRSTNAME "Bryan"
LASTNAME "Jurgen"
EMAIL "bjurgenl@oakley.com"
POINTS 6
END

BEGIN
BARECODE 23
FIRSTNAME "Philippe"
LASTNAME "Czajka"
EMAIL "pczajkam@devhub.com"
POINTS 89
END

BEGIN
BARECODE 24
FIRSTNAME "Rori"
LASTNAME "Cearley"
EMAIL "rcearleyn@google.com.hk"
POINTS 70
END

BEGIN
BARECODE 25
FIRSTNAME "Farrand"
LASTNAME "Allsobrook"
EMAIL "fallsobrooko@soup.io"
POINTS 59
END

BEGIN
BARECODE 26
FIRSTNAME "Arnold"
LASTNAME "Beton"
EMAIL "abetonp@newyorker.com"
POINTS 31
END

BEGIN
BARECODE 27
FIRSTNAME "Dru"
LASTNAME "Skivington"
EMAIL "dskivingtonq@sakura.ne.jp"
POINTS 16
END

BEGIN
BARECODE 28
FIRSTNAME "Wilhelm"
LASTNAME "Henworth"
EMAIL "whenworthr@bbb.org"
POINTS 48
END

BEGIN
BARECODE 29
FIRSTNAME "Maximo"
LASTNAME "Crim"
EMAIL "mcrims@sakura.ne.jp"
POINTS 14
END

BEGIN
BARECODE 30
FIRSTNAME "Ofella"
LASTNAME "Ough"
EMAIL "oought@xinhuanet.com"
POINTS 85
END

BEGIN
BARECODE 31
FIRSTNAME "Ellerey"
LASTNAME "Reckus"
EMAIL "ereckusu@ycombinator.com"
POINTS 97
END

BEGIN
BARECODE 32
FIRSTNAME "Laurette"
LASTNAME "Polini"
EMAIL "lpoliniv@jugem.jp"
POINTS 73
END

BEGIN
BARECODE 33
FIRSTNAME "Ali"
LASTNAME "Teacy"
EMAIL "ateacyw@symantec.com"
POINTS 15
END

BEGIN
BARECODE 34
FIRSTNAME "Werner"
LASTNAME "Adamovitch"
EMAIL "wadamovitchx@upenn.edu"
POINTS 25
END

BEGIN
BARECODE 35
FIRSTNAME "Ellen"
LASTNAME "Kimmel"
EMAIL "ekimmely@imageshack.us"
POINTS 29
END

BEGIN
BARECODE 36
FIRSTNAME "Drusy"
LASTNAME "Clissold"
EMAIL "dclissoldz@harvard.edu"
POINTS 2
END

BEGIN
BARECODE 37
FIRSTNAME "Elonore"
LASTNAME "Clearie"
EMAIL "eclearie10@shop-pro.jp"
POINTS 16
END

BEGIN
BARECODE 38
FIRSTNAME "Giuditta"
LASTNAME "Figures"
EMAIL "gfigures11@behance.net"
POINTS 73
END

BEGIN
BARECODE 39
FIRSTNAME "Lexy"
LASTNAME "Paszak"
EMAIL "lpaszak12@google.co.uk"
POINTS 17
END

BEGIN
BARECODE 40
FIRSTNAME "Lannie"
LASTNAME "Kender"
EMAIL "lkender13@tinyurl.com"
POINTS 46
END

BEGIN
BARECODE 41
FIRSTNAME "Emery"
LASTNAME "Scandwright"
EMAIL "escandwright14@wix.com"
POINTS 5
END

BEGIN
BARECODE 42
FIRSTNAME "Zonda"
LASTNAME "Daveran"
EMAIL "zdaveran15@drupal.org"
POINTS 34
END

BEGIN
BARECODE 43
FIRSTNAME "Jozef"
LASTNAME "Jessep"
EMAIL "jjessep16@over-blog.com"
POINTS 77
END

BEGIN
BARECODE 44
FIRSTNAME "Tomas"
LASTNAME "Blenkinship"
EMAIL "tblenkinship17@nbcnews.com"
POINTS 35
END

BEGIN
BARECODE 45
FIRSTNAME "Giana"
LASTNAME "Buzin"
EMAIL "gbuzin18@godaddy.com"
POINTS 55
END

BEGIN
BARECODE 46
FIRSTNAME "Loutitia"
LASTNAME "Laurant"
EMAIL "llaurant19@boston.com"
POINTS 5
END

BEGIN
BARECODE 47
FIRSTNAME "Wylie"
LASTNAME "Barrowcliff"
EMAIL "wbarrowcliff1a@boston.com"
POINTS 59
END

BEGIN
BARECODE 48
FIRSTNAME "Donalt"
LASTNAME "Kivits"
EMAIL "dkivits1b@bloglovin.com"
POINTS 24
END

BEGIN
BARECODE 49
FIRSTNAME "Willamina"
LASTNAME "Coe"
EMAIL "wcoe1c@zdnet.com"
POINTS 19
END

BEGIN
BARECODE 50
FIRSTNAME "Alvera"
LASTNAME "Swendell"
EMAIL "aswendell1d@360.cn"
POINTS 98
END

BEGIN
BARECODE 51
FIRSTNAME "Amalea"
LASTNAME "Gooddie"
EMAIL "agooddie1e@princeton.edu"
POINTS 27
END

BEGIN
BARECODE 52
FIRSTNAME "Caleb"
LASTNAME "Bullimore"
EMAIL "cbullimore1f@adobe.com"
POINTS 78
END

BEGIN
BARECODE 53
FIRSTNAME "Cathee"
LASTNAME "Vittore"
EMAIL "cvittore1g@cloudflare.com"
POINTS 22
END

BEGIN
BARECODE 54
FIRSTNAME "Randie"
LASTNAME "Greenhouse"
EMAIL "rgreenhouse1h@vistaprint.com"
POINTS 67
END

BEGIN
BARECODE 55
FIRSTNAME "Victor"
LASTNAME "Machen"
EMAIL "vmachen1i@zimbio.com"
POINTS 96
END

BEGIN
BARECODE 56
FIRSTNAME "Aldrich"
LASTNAME "Louche"
EMAIL "alouche1j@rakuten.co.jp"
POINTS 6
END

BEGIN
BARECODE 57
FIRSTNAME "Doro"
LASTNAME "Rathe"
EMAIL "drathe1k@irs.gov"
POINTS 41
END

BEGIN
BARECODE 58
FIRSTNAME "Belle"
LASTNAME "Bows"
EMAIL "bbows1l@google.it"
POINTS 45
END

BEGIN
BARECODE 59
FIRSTNAME "Allister"
LASTNAME "Arstall"
EMAIL "aarstall1m@tmall.com"
POINTS 39
END

BEGIN
BARECODE 60
FIRSTNAME "Gwenni"
LASTNAME "Gaishson"
EMAIL "ggaishson1n@typepad.com"
POINTS 10
END

BEGIN
BARECODE 61
FIRSTNAME "Bendite"
LASTNAME "Culross"
EMAIL "bculross1o@liveinternet.ru"
POINTS 20
END

BEGIN
BARECODE 62
FIRSTNAME "Dianne"
LASTNAME "Cosans"
EMAIL "dcosans1p@unicef.org"
POINTS 62
END

BEGIN
BARECODE 63
FIRSTNAME "Bobbie"
LASTNAME "McClintock"
EMAIL "bmcclintock1q@flickr.com"
POINTS 58
END

BEGIN
BARECODE 64
FIRSTNAME "Walt"
LASTNAME "Kristufek"
EMAIL "wkristufek1r@netvibes.com"
POINTS 12
END

BEGIN
BARECODE 65
FIRSTNAME "Barbabra"
LASTNAME "Godsell"
EMAIL "bgodsell1s@blogspot.com"
POINTS 9
END

BEGIN
BARECODE 66
FIRSTNAME "Pablo"
LASTNAME "Chadney"
EMAIL "pchadney1t@fastcompany.com"
POINTS 81
END

BEGIN
BARECODE 67
FIRSTNAME "Lee"
LASTNAME "Foch"
EMAIL "lfoch1u@ezinearticles.com"
POINTS 10
END

BEGIN
BARECODE 68
FIRSTNAME "Estrella"
LASTNAME "Pyrke"
EMAIL "epyrke1v@shop-pro.jp"
POINTS 61
END

BEGIN
BARECODE 69
FIRSTNAME "Mozelle"
LASTNAME "Heckney"
EMAIL "mheckney1w@google.it"
POINTS 16
END

BEGIN
BARECODE 70
FIRSTNAME "Dick"
LASTNAME "Varnals"
EMAIL "dvarnals1x@theglobeandmail.com"
POINTS 45
END

BEGIN
BARECODE 71
FIRSTNAME "Candice"
LASTNAME "Vaux"
EMAIL "cvaux1y@issuu.com"
POINTS 94
END

BEGIN
BARECODE 72
FIRSTNAME "Geneva"
LASTNAME "Yankov"
EMAIL "gyankov1z@dmoz.org"
POINTS 32
END

BEGIN
BARECODE 73
FIRSTNAME "Simeon"
LASTNAME "Chishull"
EMAIL "schishull20@nhs.uk"
POINTS 56
END

BEGIN
BARECODE 74
FIRSTNAME "Rollins"
LASTNAME "Andrick"
EMAIL "randrick21@hexun.com"
POINTS 73
END

BEGIN
BARECODE 75
FIRSTNAME "Vaughn"
LASTNAME "Martinson"
EMAIL "vmartinson22@omniture.com"
POINTS 12
END

BEGIN
BARECODE 76
FIRSTNAME "Floyd"
LASTNAME "Dayly"
EMAIL "fdayly23@amazon.co.uk"
POINTS 53
END

BEGIN
BARECODE 77
FIRSTNAME "Israel"
LASTNAME "Peffer"
EMAIL "ipeffer24@msn.com"
POINTS 8
END

BEGIN
BARECODE 78
FIRSTNAME "Maddie"
LASTNAME "Zaczek"
EMAIL "mzaczek25@wordpress.org"
POINTS 99
END

BEGIN
BARECODE 79
FIRSTNAME "Viv"
LASTNAME "Lappine"
EMAIL "vlappine26@sogou.com"
POINTS 70
END

BEGIN
BARECODE 80
FIRSTNAME "Korey"
LASTNAME "Nansom"
EMAIL "knansom27@naver.com"
POINTS 28
END

BEGIN
BARECODE 81
FIRSTNAME "Valaria"
LASTNAME "O'Toole"
EMAIL "votoole28@t.co"
POINTS 48
END

BEGIN
BARECODE 82
FIRSTNAME "Sallee"
LASTNAME "Pirson"
EMAIL "spirson29@go.com"
POINTS 8
END

BEGIN
BARECODE 83
FIRSTNAME "Parrnell"
LASTNAME "Caldow"
EMAIL "pcaldow2a@craigslist.org"
POINTS 82
END

BEGIN
BARECODE 84
FIRSTNAME "Renato"
LASTNAME "Linford"
EMAIL "rlinford2b@smugmug.com"
POINTS 12
END

BEGIN
BARECODE 85
FIRSTNAME "Tawnya"
LASTNAME "Merck"
EMAIL "tmerck2c@yellowbook.com"
POINTS 2
END

BEGIN
BARECODE 86
FIRSTNAME "Amalee"
LASTNAME "Hedditeh"
EMAIL "ahedditeh2d@apple.com"
POINTS 14
END

BEGIN
BARECODE 87
FIRSTNAME "Jaye"
LASTNAME "Klimp"
EMAIL "jklimp2e@army.mil"
POINTS 38
END

BEGIN
BARECODE 88
FIRSTNAME "Porty"
LASTNAME "Alger"
EMAIL "palger2f@dropbox.com"
POINTS 38
END

BEGIN
BARECODE 89
FIRSTNAME "Xylia"
LASTNAME "Risson"
EMAIL "xrisson2g@over-blog.com"
POINTS 23
END

BEGIN
BARECODE 90
FIRSTNAME "Tamas"
LASTNAME "Cancellieri"
EMAIL "tcancellieri2h@pbs.org"
POINTS 83
END

BEGIN
BARECODE 91
FIRSTNAME "Afton"
LASTNAME "Nurden"
EMAIL "anurden2i@blinklist.com"
POINTS 8
END

BEGIN
BARECODE 92
FIRSTNAME "Anjanette"
LASTNAME "Massard"
EMAIL "amassard2j@nationalgeographic.com"
POINTS 74
END

BEGIN
BARECODE 93
FIRSTNAME "Allix"
LASTNAME "Moodycliffe"
EMAIL "amoodycliffe2k@fda.gov"
POINTS 51
END

BEGIN
BARECODE 94
FIRSTNAME "Harriette"
LASTNAME "Moncaster"
EMAIL "hmoncaster2l@mlb.com"
POINTS 15
END

BEGIN
BARECODE 95
FIRSTNAME "Fitz"
LASTNAME "Parmenter"
EMAIL "fparmenter2m@ucoz.ru"
POINTS 46
END

BEGIN
BARECODE 96
FIRSTNAME "Shae"
LASTNAME "McCarrison"
EMAIL "smccarrison2n@earthlink.net"
POINTS 87
END

BEGIN
BARECODE 97
FIRSTNAME "Marcelle"
LASTNAME "McDavid"
EMAIL "mmcdavid2o@is.gd"
POINTS 76
END

BEGIN
BARECODE 98
FIRSTNAME "Wang"
LASTNAME "Rubenchik"
EMAIL "wrubenchik2p@amazonaws.com"
POINTS 68
END

BEGIN
BARECODE 99
FIRSTNAME "Johanna"
LASTNAME "Valder"
EMAIL "jvalder2q@gravatar.com"
POINTS 53
END

BEGIN
BARECODE 100
FIRSTNAME "Pete"
LASTNAME "Rubica"
EMAIL "prubica2r@fema.gov"
POINTS 16
END

BEGIN
BARECODE 101
FIRSTNAME "Karol"
LASTNAME "McQuillin"
EMAIL "kmcquillin2s@comcast.net"
POINTS 2
END

BEGIN
BARECODE 102
FIRSTNAME "Kevan"
LASTNAME "Haughian"
EMAIL "khaughian2t@sina.com.cn"
POINTS 35
END

BEGIN
BARECODE 103
FIRSTNAME "Odey"
LASTNAME "Cameli"
EMAIL "ocameli2u@globo.com"
POINTS 64
END

BEGIN
BARECODE 104
FIRSTNAME "Kathe"
LASTNAME "Huguet"
EMAIL "khuguet2v@samsung.com"
POINTS 76
END

BEGIN
BARECODE 105
FIRSTNAME "Launce"
LASTNAME "Atwell"
EMAIL "latwell2w@bizjournals.com"
POINTS 45
END

BEGIN
BARECODE 106
FIRSTNAME "Marjory"
LASTNAME "Crepin"
EMAIL "mcrepin2x@ehow.com"
POINTS 48
END

BEGIN
BARECODE 107
FIRSTNAME "Solomon"
LASTNAME "Delooze"
EMAIL "sdelooze2y@foxnews.com"
POINTS 57
END

BEGIN
BARECODE 108
FIRSTNAME "Selena"
LASTNAME "Norvell"
EMAIL "snorvell2z@unblog.fr"
POINTS 9
END

BEGIN
BARECODE 109
FIRSTNAME "Yancey"
LASTNAME "Nellis"
EMAIL "ynellis30@webnode.com"
POINTS 93
END

BEGIN
BARECODE 110
FIRSTNAME "Glenine"
LASTNAME "Croisdall"
EMAIL "gcroisdall31@list-manage.com"
POINTS 38
END

BEGIN
BARECODE 111
FIRSTNAME "Mortie"
LASTNAME "Ruselin"
EMAIL "mruselin32@google.co.uk"
POINTS 73
END

BEGIN
BARECODE 112
FIRSTNAME "Darb"
LASTNAME "Pelz"
EMAIL "dpelz33@about.com"
POINTS 52
END

BEGIN
BARECODE 113
FIRSTNAME "Rockwell"
LASTNAME "Gensavage"
EMAIL "rgensavage34@mashable.com"
POINTS 94
END

BEGIN
BARECODE 114
FIRSTNAME "Winn"
LASTNAME "Portail"
EMAIL "wportail35@nsw.gov.au"
POINTS 78
END

BEGIN
BARECODE 115
FIRSTNAME "Roley"
LASTNAME "Anthill"
EMAIL "ranthill36@free.fr"
POINTS 30
END

BEGIN
BARECODE 116
FIRSTNAME "Johannah"
LASTNAME "Kellock"
EMAIL "jkellock37@slideshare.net"
POINTS 21
END

BEGIN
BARECODE 117
FIRSTNAME "Shandra"
LASTNAME "Bowich"
EMAIL "sbowich38@ftc.gov"
POINTS 78
END

BEGIN
BARECODE 118
FIRSTNAME "Babs"
LASTNAME "Mallon"
EMAIL "bmallon39@ucsd.edu"
POINTS 65
END

BEGIN
BARECODE 119
FIRSTNAME "Turner"
LASTNAME "Lassells"
EMAIL "tlassells3a@reference.com"
POINTS 33
END

BEGIN
BARECODE 120
FIRSTNAME "Pip"
LASTNAME "Lade"
EMAIL "plade3b@about.com"
POINTS 5
END

BEGIN
BARECODE 121
FIRSTNAME "L'urette"
LASTNAME "Norway"
EMAIL "lnorway3c@booking.com"
POINTS 24
END

BEGIN
BARECODE 122
FIRSTNAME "Trumaine"
LASTNAME "Nevinson"
EMAIL "tnevinson3d@infoseek.co.jp"
POINTS 5
END

BEGIN
BARECODE 123
FIRSTNAME "Penny"
LASTNAME "McQuorkel"
EMAIL "pmcquorkel3e@simplemachines.org"
POINTS 99
END

BEGIN
BARECODE 124
FIRSTNAME "Agathe"
LASTNAME "Knok"
EMAIL "aknok3f@tripod.com"
POINTS 27
END

BEGIN
BARECODE 125
FIRSTNAME "Corine"
LASTNAME "Coomer"
EMAIL "ccoomer3g@huffingtonpost.com"
POINTS 37
END

BEGIN
BARECODE 126
FIRSTNAME "Augustus"
LASTNAME "Salla"
EMAIL "asalla3h@harvard.edu"
POINTS 94
END

BEGIN
BARECODE 127
FIRSTNAME "Cathy"
LASTNAME "Marzellano"
EMAIL "cmarzellano3i@thetimes.co.uk"
POINTS 59
END

BEGIN
BARECODE 128
FIRSTNAME "Mommy"
LASTNAME "Grisenthwaite"
EMAIL "mgrisenthwaite3j@youtube.com"
POINTS 79
END

BEGIN
BARECODE 129
FIRSTNAME "Graeme"
LASTNAME "Ewbanke"
EMAIL "gewbanke3k@edublogs.org"
POINTS 2
END

BEGIN
BARECODE 130
FIRSTNAME "Leela"
LASTNAME "Cockerill"
EMAIL "lcockerill3l@github.io"
POINTS 92
END

BEGIN
BARECODE 131
FIRSTNAME "Hank"
LASTNAME "Wilkisson"
EMAIL "hwilkisson3m@youtu.be"
POINTS 93
END

BEGIN
BARECODE 132
FIRSTNAME "Wylie"
LASTNAME "Phizackerly"
EMAIL "wphizackerly3n@ft.com"
POINTS 12
END

BEGIN
BARECODE 133
FIRSTNAME "Joelie"
LASTNAME "Shankster"
EMAIL "jshankster3o@washington.edu"
POINTS 61
END

BEGIN
BARECODE 134
FIRSTNAME "Sondra"
LASTNAME "Burchnall"
EMAIL "sburchnall3p@japanpost.jp"
POINTS 32
END

BEGIN
BARECODE 135
FIRSTNAME "Eugen"
LASTNAME "Olexa"
EMAIL "eolexa3q@deliciousdays.com"
POINTS 28
END

BEGIN
BARECODE 136
FIRSTNAME "Wilton"
LASTNAME "Shadrach"
EMAIL "wshadrach3r@tinyurl.com"
POINTS 11
END

BEGIN
BARECODE 137
FIRSTNAME "Remy"
LASTNAME "Stovell"
EMAIL "rstovell3s@foxnews.com"
POINTS 39
END

BEGIN
BARECODE 138
FIRSTNAME "Felecia"
LASTNAME "MacGee"
EMAIL "fmacgee3t@spotify.com"
POINTS 93
END

BEGIN
BARECODE 139
FIRSTNAME "Reyna"
LASTNAME "Parades"
EMAIL "rparades3u@i2i.jp"
POINTS 69
END

BEGIN
BARECODE 140
FIRSTNAME "Niki"
LASTNAME "Whitsun"
EMAIL "nwhitsun3v@nih.gov"
POINTS 16
END

BEGIN
BARECODE 141
FIRSTNAME "Justino"
LASTNAME "Brudenell"
EMAIL "jbrudenell3w@amazon.com"
POINTS 18
END

BEGIN
BARECODE 142
FIRSTNAME "Silvio"
LASTNAME "Milnthorpe"
EMAIL "smilnthorpe3x@walmart.com"
POINTS 18
END

BEGIN
BARECODE 143
FIRSTNAME "Tanya"
LASTNAME "Skelhorn"
EMAIL "tskelhorn3y@mashable.com"
POINTS 86
END

BEGIN
BARECODE 144
FIRSTNAME "Charlot"
LASTNAME "Clashe"
EMAIL "cclashe3z@indiatimes.com"
POINTS 5
END

BEGIN
BARECODE 145
FIRSTNAME "Marijn"
LASTNAME "Queen"
EMAIL "mqueen40@nps.gov"
POINTS 42
END

BEGIN
BARECODE 146
FIRSTNAME "Van"
LASTNAME "L' Estrange"
EMAIL "vlestrange41@networkadvertising.org"
POINTS 66
END

BEGIN
BARECODE 147
FIRSTNAME "Wilmette"
LASTNAME "Sennett"
EMAIL "wsennett42@msn.com"
POINTS 15
END

BEGIN
BARECODE 148
FIRSTNAME "Flin"
LASTNAME "Estevez"
EMAIL "festevez43@businessinsider.com"
POINTS 44
END

BEGIN
BARECODE 149
FIRSTNAME "Katie"
LASTNAME "Kinkaid"
EMAIL "kkinkaid44@ucoz.ru"
POINTS 95
END

BEGIN
BARECODE 150
FIRSTNAME "Donia"
LASTNAME "Jeayes"
EMAIL "djeayes45@uol.com.br"
POINTS 45
END

BEGIN
BARECODE 151
FIRSTNAME "Ebeneser"
LASTNAME "McRobert"
EMAIL "emcrobert46@purevolume.com"
POINTS 69
END

BEGIN
BARECODE 152
FIRSTNAME "Angie"
LASTNAME "Dubber"
EMAIL "adubber47@foxnews.com"
POINTS 38
END

BEGIN
BARECODE 153
FIRSTNAME "Auroora"
LASTNAME "Lowde"
EMAIL "alowde48@china.com.cn"
POINTS 46
END

BEGIN
BARECODE 154
FIRSTNAME "Cyndie"
LASTNAME "Fleisch"
EMAIL "cfleisch49@ucoz.com"
POINTS 94
END

BEGIN
BARECODE 155
FIRSTNAME "Jarrid"
LASTNAME "Rosenfelt"
EMAIL "jrosenfelt4a@yahoo.com"
POINTS 63
END

BEGIN
BARECODE 156
FIRSTNAME "Sascha"
LASTNAME "Sibthorpe"
EMAIL "ssibthorpe4b@domainmarket.com"
POINTS 14
END

BEGIN
BARECODE 157
FIRSTNAME "Malinda"
LASTNAME "Fincham"
EMAIL "mfincham4c@bloglines.com"
POINTS 47
END

BEGIN
BARECODE 158
FIRSTNAME "Trueman"
LASTNAME "Riccio"
EMAIL "triccio4d@shutterfly.com"
POINTS 83
END

BEGIN
BARECODE 159
FIRSTNAME "Lezlie"
LASTNAME "Pollen"
EMAIL "lpollen4e@lycos.com"
POINTS 11
END

BEGIN
BARECODE 160
FIRSTNAME "Fairleigh"
LASTNAME "Carman"
EMAIL "fcarman4f@mashable.com"
POINTS 49
END

BEGIN
BARECODE 161
FIRSTNAME "Hagen"
LASTNAME "Van Daalen"
EMAIL "hvandaalen4g@sun.com"
POINTS 48
END

BEGIN
BARECODE 162
FIRSTNAME "Carleton"
LASTNAME "Binch"
EMAIL "cbinch4h@shop-pro.jp"
POINTS 52
END

BEGIN
BARECODE 163
FIRSTNAME "Wilhelm"
LASTNAME "Pykerman"
EMAIL "wpykerman4i@amazon.com"
POINTS 21
END

BEGIN
BARECODE 164
FIRSTNAME "Giulio"
LASTNAME "Haining"
EMAIL "ghaining4j@jugem.jp"
POINTS 85
END

BEGIN
BARECODE 165
FIRSTNAME "Maire"
LASTNAME "Serrell"
EMAIL "mserrell4k@chicagotribune.com"
POINTS 81
END

BEGIN
BARECODE 166
FIRSTNAME "Izak"
LASTNAME "Lavielle"
EMAIL "ilavielle4l@over-blog.com"
POINTS 54
END

BEGIN
BARECODE 167
FIRSTNAME "Giselle"
LASTNAME "Lympenie"
EMAIL "glympenie4m@cmu.edu"
POINTS 91
END

BEGIN
BARECODE 168
FIRSTNAME "Stefa"
LASTNAME "Sivill"
EMAIL "ssivill4n@toplist.cz"
POINTS 52
END

BEGIN
BARECODE 169
FIRSTNAME "Jacob"
LASTNAME "Illem"
EMAIL "jillem4o@odnoklassniki.ru"
POINTS 81
END

BEGIN
BARECODE 170
FIRSTNAME "Gianna"
LASTNAME "Faustian"
EMAIL "gfaustian4p@usnews.com"
POINTS 83
END

BEGIN
BARECODE 171
FIRSTNAME "Fairfax"
LASTNAME "Ferronel"
EMAIL "fferronel4q@elpais.com"
POINTS 1
END

BEGIN
BARECODE 172
FIRSTNAME "Alexandro"
LASTNAME "Arnowicz"
EMAIL "aarnowicz4r@noaa.gov"
POINTS 14
END

BEGIN
BARECODE 173
FIRSTNAME "Bernete"
LASTNAME "MacBarron"
EMAIL "bmacbarron4s@wikipedia.org"
POINTS 18
END

BEGIN
BARECODE 174
FIRSTNAME "Sheilakathryn"
LASTNAME "Lawleff"
EMAIL "slawleff4t@tuttocitta.it"
POINTS 85
END

BEGIN
BARECODE 175
FIRSTNAME "Ofilia"
LASTNAME "Long"
EMAIL "olong4u@techcrunch.com"
POINTS 37
END

BEGIN
BARECODE 176
FIRSTNAME "Aurore"
LASTNAME "Alvarez"
EMAIL "aalvarez4v@linkedin.com"
POINTS 29
END

BEGIN
BARECODE 177
FIRSTNAME "Moishe"
LASTNAME "Poytress"
EMAIL "mpoytress4w@livejournal.com"
POINTS 29
END

BEGIN
BARECODE 178
FIRSTNAME "Minta"
LASTNAME "Moultrie"
EMAIL "mmoultrie4x@prlog.org"
POINTS 95
END

BEGIN
BARECODE 179
FIRSTNAME "Gaspard"
LASTNAME "Tubby"
EMAIL "gtubby4y@chron.com"
POINTS 83
END

BEGIN
BARECODE 180
FIRSTNAME "Artie"
LASTNAME "Lough"
EMAIL "alough4z@slate.com"
POINTS 59
END

BEGIN
BARECODE 181
FIRSTNAME "Armstrong"
LASTNAME "Batthew"
EMAIL "abatthew50@dailymail.co.uk"
POINTS 93
END

BEGIN
BARECODE 182
FIRSTNAME "Daron"
LASTNAME "Keatch"
EMAIL "dkeatch51@slate.com"
POINTS 15
END

BEGIN
BARECODE 183
FIRSTNAME "Brinna"
LASTNAME "Pordall"
EMAIL "bpordall52@taobao.com"
POINTS 80
END

